TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:6532559303	AT1G28520	AT1G28520.4	protein_coding	VOZ transcription factor which acts as positive regulator of several salt-responsive genes. Functionally redundant in salt stress with VOZ2.		 LP.04 four leaves visible stage, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, defense response to bacterium, incompatible interaction, filament, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, long-day photoperiodism, flowering, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, phloem, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, positive regulation of long-day photoperiodism, flowering, positive regulation of transcription, DNA-templated, protein binding, regulation of transcription, DNA-templated, response to heat, response to salt stress, response to water deprivation, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2063958	AT2G39770	AT2G39770.1	protein_coding	Encodes a GDP-mannose pyrophosphorylase/ mannose-1-pyrophosphatase. This enzyme provides GDP-mannose, which is used for cell wall carbohydrate biosynthesis and protein glycosylation as well as for ascorbate (vitamin C) biosynthesis.  Mutations in this gene confer hypersensitivity to NH4+.	CYT1; CYTOKINESIS DEFECTIVE 1; EMB101; EMBRYO DEFECTIVE 101; GDP-MANNOSE PYROPHOSPHORYLASE 1; GMP1; SENSITIVE TO OZONE 1; SOZ1; VITAMIN C DEFECTIVE 1; VTC1	 cytoplasm, cytosol, GDP-mannose biosynthetic process, L mature pollen stage, L-ascorbic acid biosynthetic process, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cellulose biosynthetic process, collective leaf structure, cotyledon, cytoplasm, cytosol, defense response to bacterium, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mannose-1-phosphate guanylyltransferase activity, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, protein binding, response to ammonium ion, response to heat, response to jasmonic acid, response to ozone, response to salt stress, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2137563	AT4G37840	AT4G37840.1	protein_coding	Encodes a putative hexokinase.	HEXOKINASE-LIKE 3; HKL3	 M germinated pollen stage, NOT fructokinase activity, NOT glucokinase activity, cellular glucose homeostasis, cellular response to DNA damage stimulus, collective leaf structure, cytosol, flower, flowering stage, glucose 6-phosphate metabolic process, glucose binding, glycolytic process, hexokinase activity, hexose metabolic process, mannokinase activity, mitochondrion, petal, petal differentiation and expansion stage, pollen, pollen tube cell, response to UV-B, response to cold, response to heat, response to hypoxia, response to osmotic stress, response to oxidative stress, response to salt stress, response to water deprivation, stamen	false
Gene:6532563650	AT1G21760	AT1G21760.2	protein_coding	This gene is predicted to encode an F-box protein that is evolutionarily conserved between Arabidopsis and other eukaryotes including S.cerevisiae and humans. It may play a role in regulating translation under conditions of temperature stress. FBP7 transcript levels are increased at high and low temperatures.The mRNA is cell-to-cell mobile.		 cytoplasm, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, SCF ubiquitin ligase complex, SCF-dependent proteasomal ubiquitin-dependent protein catabolic process, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube, pollen tube cell, portion of vascular tissue, protein binding, protein ubiquitination, regulation of translation, response to cold, response to heat, root, root tip, rosette leaf, seed, sepal, shoot apex, shoot system, shoot system meristem, sporophyte senescent stage, stamen, stem, trichome, vascular leaf, vascular leaf senescent stage	true
Gene:2076080	AT3G23990	AT3G23990.1	protein_coding	mitochondrial chaperonin HSP. assist in  rapid assembly of the oligomeric protein structures in the mitochondria.	HEAT SHOCK PROTEIN 60; HEAT SHOCK PROTEIN 60-3B; HSP60; HSP60-3B	 Golgi apparatus, chloroplast, cytosol, mitochondrion, vacuolar membrane, ATP binding, response to cadmium ion, fruit, seed, vascular leaf, cultured plant cell, seedling development stage, cytosolic ribosome, pollen, ATP binding, Group II intron splicing, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT Golgi apparatus, NOT cytosol, RNA binding, carpel, cauline leaf, chaperone-mediated protein complex assembly, chloroplast, collective leaf structure, copper ion binding, cotyledon, cultured plant cell, cytosol, cytosolic ribosome, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrial matrix, mitochondrion, mitochondrion organization, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein folding, protein refolding, response to cadmium ion, response to heat, root, rosette leaf, seed, seed development stage, seed germination stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vacuolar membrane, vascular leaf, vascular leaf senescent stage	true
Gene:4515100509	AT1G07890	AT1G07890.8	protein_coding	Encodes a cytosolic ascorbate peroxidase APX1.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms. At least part of the induction of heat shock proteins during light stress in Arabidopsis is mediated by H2O2 that is scavenged by APX1. Expression of the gene is downregulated in the presence of paraquat, an inducer of photoxidative stress. The mRNA is cell-to-cell mobile.	APX1; ASCORBATE PEROXIDASE 1; ATAPX01; ATAPX1; CS1; MATERNAL EFFECT EMBRYO ARREST 6; MEE6	 Golgi apparatus, chloroplast, cytoplasm, cytosol, plasma membrane, plasmodesma, cotyledon, root, vascular leaf, cultured plant cell, seedling development stage, Golgi apparatus, L-ascorbate peroxidase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cell wall, cell-to-cell mobile RNA, cellular response to oxidative stress, chloroplast, chloroplast stroma, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, cytosol, embryo development ending in seed dormancy, extracellular region, flower, flower pedicel, flowering stage, fruit, guard cell, heme binding, hydrogen peroxide catabolic process, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lignin biosynthetic process, mature plant embryo stage, oxidation-reduction process, p-coumarate 3-hydroxylase activity, peroxidase activity, petal, petal differentiation and expansion stage, petiole, phenylpropanoid biosynthetic process, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, plasmodesma, pollen, pollen tube cell, protein binding, response to cadmium ion, response to heat, response to oxidative stress, response to reactive oxygen species, root, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage, vascular system	true
Gene:6532555053	AT3G28030	AT3G28030.4	protein_coding	Required for repair of pyrimidine-pyrimidinone (6-4) dimers.The mRNA is cell-to-cell mobile.		 nucleus, 5'-flap endonuclease activity, DNA binding, DNA repair, cell-to-cell mobile RNA, collective leaf structure, crossover junction endodeoxyribonuclease activity, endonuclease activity, flap endonuclease activity, guard cell, non-photoreactive DNA repair, nucleotide-excision repair, nucleus, plant embryo cotyledonary stage, protein binding, response to UV-B, response to heat, seed, single-stranded DNA binding, stem	true
Gene:6532545713	AT1G51670	AT1G51670.2	protein_coding	hypothetical protein;(source:Araport11)		 nucleus, collective leaf structure, flower, flower pedicel, flowering stage, guard cell, mature plant embryo stage, molecular function unknown, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, response to cold, response to heat, seed, sepal, shoot apex, stamen, vascular leaf	true
Gene:2035961	AT1G36390	AT1G36390.1	protein_coding	Chloroplast GrpE protein.	CGE2; CHLOROPLAST GRPE 2	 chloroplast, chloroplast stroma, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, adenyl-nucleotide exchange factor activity, carpel, cauline leaf, chaperone binding, chloroplast, chloroplast envelope, chloroplast stroma, collective leaf structure, copper ion binding, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein folding, protein heterodimerization activity, protein homodimerization activity, response to heat, root, seed, sepal, shoot apex, shoot system, stamen, stem, unfolded protein binding, vascular leaf, vascular leaf senescent stage	true
Gene:2051007	AT2G33590	AT2G33590.1	protein_coding	Encodes a protein with homology to members of the dihydroflavonol-4-reductase (DFR) superfamily. The expression pattern of  AtCRL1 indicates that CRL1 has a role in embryogenesis and seed germination. AtCRL1 is induced by ABA, drought and heat, and is highly expressed in seeds. The mRNA is cell-to-cell mobile.	ATCRL1; CCR(CINNAMOYL COA:NADP OXIDOREDUCTASE)-LIKE 1; CRL1	 response to cadmium ion, cultured plant cell, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, cellular component unknown, cellular response to hypoxia, coenzyme binding, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, oxidoreductase activity, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to abscisic acid, response to cadmium ion, response to heat, response to water deprivation, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
